date,tweet,lang,retweetCount,likeCount,replyCount,username,user_followersCount,user_friendsCount,verifiedStatus,tweet_url,hastags,chr_count,topic
2022-06-03,@MadeinMocha @teletesoro I love it when non vegans make the conversation/discussion about me it shows that your arguments are weak as sh!t when you have to attack me rather than veganism 😂😂😂😂 keep going 🙂,en,0,0,2,veganaf2596,241,589,False,https://twitter.com/veganaf2596/status/1532784833000251398,,204,non veganism
2022-06-04,@PonFarrFemme Now I just mentioned the practicalities of the flawed emotional weight behind veganism. I haven’t even touched on the actual scientific fact of how seriously difficult it is the get a substantial essential and non essential amino acid profile from plants.,en,0,0,0,jaco_davidson,435,129,False,https://twitter.com/jaco_davidson/status/1533174327109099522,,269,non veganism
2022-06-04,@SergiiGudz @ask_hard_Qs @NurseCanadian @theedeepee @SBakerMD Non veganism impacts far more land and ocean and uses far more food in total than veganism does. So animal agriculture is the greater threat to all animals,en,0,1,1,sumnemoa,515,3454,False,https://twitter.com/sumnemoa/status/1533004098408271872,,217,non veganism
2022-06-05,"As usual, non vegans and trolls are confused by a vegan tweet!

Veganism isn't a ""religion"" or a ""diet"", we tell everyone about it TO SAVE ANIMAL LIVES! It's really not that hard to understand.

https://t.co/ITL7HPX5s3 and get info on vegan nutrition here https://t.co/P3AQ6HeNcN",en,1,10,0,AquafabaMcGee,10974,5274,False,https://twitter.com/AquafabaMcGee/status/1533457101384728582,,279,non veganism
2022-06-06,@6thDoctorFan But I guess everyone needs a disingenuous excuse to justify their nonveganism. So keep making a stand against a nonexistent problem to justify your dinner and clothing choices.,en,0,0,0,thevegdoc,1237,162,False,https://twitter.com/thevegdoc/status/1533954329694158848,,190,non veganism
2022-06-06,"@vegan_logic This may seem like a general blanket statement regarding those who are anti-Veganism, but one would be shocked at the number of anti-Veganism ppl I've encountered employing this exact non-critical-thinking, logical fallacy touting &amp; anti-research behavior.",en,0,2,1,aerialrose,452,172,False,https://twitter.com/aerialrose/status/1533855475472769024,,273,non veganism
2022-06-07,@julian_voelcker @Chloe06mom @1GarethWynJones @tarastrong You misunderstand what veganism is. To avoid harm as far as reasonably practicable. As long as we live in a non vegan world we will do our best,en,0,0,1,cruisingkerry,359,475,False,https://twitter.com/cruisingkerry/status/1534261537547886592,,201,non veganism
2022-06-07,"@KATATHEGREAT @Narxism @nuttfreakk I had a vegan athlete acquaintance explain to me once that from the vegan moral perspective synthetic testosterone and other lab synthesized PEDs are not even close to objectionable. In fact, using non animal-based PEDs to push veganism is a moral good.",en,0,2,0,TurboThaad,10279,140,False,https://twitter.com/TurboThaad/status/1534251702215487488,,288,non veganism
2022-06-07,@zoophilestruggs https://t.co/8BTkcUawP4 The animal liberation community doesn’t want bestialists coopting veganism for their pro dog rape bullshit. It’s harmful to animal liberation movements and makes non vegan antis not wanna be vegan spitefully. And ironically most bestiality is in animal ag.,en,0,1,1,pikunat,743,1740,False,https://twitter.com/pikunat/status/1534198271899336705,,297,non veganism
2022-06-07,"""To justify their nonveganism."" Yes I like using science and facts to justify how I live my life. For example: the amount of absolute nonsense vegans believe about honey and beekeeping which have been debunked yet they still repeat it. I'll keep my honey thank you.",en,0,0,1,6thDoctorFan,557,1869,False,https://twitter.com/6thDoctorFan/status/1533990620053880832,,265,non veganism
2022-06-08,"Non.

“Can veganism save the planet?” by @TelegraphFood 
https://t.co/VRpHiOeWem",en,1,11,2,TheOnlyGuru,13288,10690,False,https://twitter.com/TheOnlyGuru/status/1534634750455042048,,80,non veganism
2022-06-10,"@withxel @VoidEater22 @samdalefox @CRAZYBUBBA @decolonisedwrld @joannakaraklani @egyptianhotgirl @yourdreamygaze @Fairphone I think their questions are...fair. I am currently tethered to the wall because my phone battery is that old. And veganism to me goes beyond diet. Non harm to all. 

But if we cannot have conversations without attacks then we serve nobody. Let's talk compassionately.",en,0,2,0,veganlovebunny,1263,2775,False,https://twitter.com/veganlovebunny/status/1535349613753942016,,391,non veganism
2022-06-10,"I’m tired. Bone crushingly tired. And my doctors response to my low thyroid is vEgANisM. 

So I’m also pissed and a little triggered because this kind of non medical care is what I’ve dealt with for decades. 

I miss my deceased Endocrinologist. 🥺 https://t.co/szX5NTZiI5",en,0,0,0,StephieHellYeah,658,566,False,https://twitter.com/StephieHellYeah/status/1535320896063299584,,271,non veganism
2022-06-10,La carne non nasce sugli alberi. E non viene coltivata nell'orto. Go Vegan!!! #govegan #veganfortheanimals #vegano #veganlife #veganfood #vegan #animalrights #AnimaLiberAction #animallovers #veganrecipes #veg #veganism https://t.co/NWtSsZOaIF,it,1,4,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1535287512729534464,"['govegan', 'veganfortheanimals', 'vegano', 'veganlife', 'veganfood', 'vegan', 'animalrights', 'AnimaLiberAction', 'animallovers', 'veganrecipes', 'veg', 'veganism']",242,non veganism
2022-06-11,@Rubytussin1 I really believe it doesn’t help the cause of veganism if we pretend it to be more than what it is. I dont believe that vegans are more intelligent or brave than non vegans. I feel its the right ethical choice to make and not necessarily a brave or an intelligent one.,en,0,0,0,DivyaFru,268,271,False,https://twitter.com/DivyaFru/status/1535695613966393344,,281,non veganism
2022-06-12,"@StanphylCap I suppose doing nothing IS an improvement over de Blasio who did everything possible to wreck the city.

BTW only ONE way I know to fuel a party lifestyle like this non stop. And it ain't veganism.",en,0,2,0,MotherCabriniNY,4845,5053,False,https://twitter.com/MotherCabriniNY/status/1536123186173157378,,210,non veganism
2022-06-12,"@PeterTampsett @v_knipe @TheSacredIsle So true veganism is, or should be about objecting to consuming or using anything connected with exploitation of animals, insects etc in non natural ways, not just about eating their flesh.",en,0,3,1,AngeJLee,359,964,False,https://twitter.com/AngeJLee/status/1536004708476887045,,227,non veganism
2022-06-12,"Veganism is turning into a lucrative and unhealthy scam, Non Meat Eaters are being over charged and for having the audacity to look after their bodies and having a conscious diet, and everything is piled with Salt &amp; Sugar.",en,0,5,1,CJXCII,1121,577,False,https://twitter.com/CJXCII/status/1535945703599521793,,226,non veganism
2022-06-13,"I rarely post the graphic violence of nonveganism. But please be honest about what you pay people to do to our fellow earthlings. Not to mention marginalized communities. 

#goVegan",en,0,2,0,thevegdoc,1237,162,False,https://twitter.com/thevegdoc/status/1536186748010737665,['goVegan'],181,non veganism
2022-06-15,"Veganism doesn't need supplements, it needs food education like any healthy diet. Original tweet is a non seq. requiring societies, ignoring individuals. Ofc it's in part culture &amp; access, we are allies; expecting switching is inefficient, we need access, education &amp; patience.",en,0,0,1,Mit_Mittens,645,100,False,https://twitter.com/Mit_Mittens/status/1537142513466851331,,285,non veganism
2022-06-15,"Before veganism became a common thing, there used to be almost no veg options in certain food chains abroad. A lot of Indians are vegetarian and they used to have limited food. I swear they were looked down upon for not eating non veg. But once yt people started eating vegan…",en,0,3,0,AwkwardNivi,1213,399,False,https://twitter.com/AwkwardNivi/status/1537103857246822400,,276,non veganism
2022-06-15,@robb_masters @bavalamp_ It kind of proves his non veganism and his plant based privileged life style 🙄,en,0,1,0,RedbirdEl,2848,4915,False,https://twitter.com/RedbirdEl/status/1537060881120608256,,103,non veganism
2022-06-16,Why are non vegans so hell bent on trying to make vegans eat animal products? From daring them to do it to sneaking it into their food? One poster about veganism and they all lose their shit over 'vegans trying to force their lifestyle down their throats',en,3,54,3,soypreme,11716,2287,False,https://twitter.com/soypreme/status/1537469330845310980,,255,non veganism
2022-06-16,"Alcuni scatti della veglia di lunedì 13 al macello di Sant'Antonio Abate

Adesso nessuno di quegli animali c'è più e tutto ciò che ci resta da fare è raccontare le loro vite e non smettere mai di lottare affinché chi verrà dopo possa liberarsi 

#vigil #antispeciesism #veganism https://t.co/GwUQLZ73mO",it,1,2,0,SaveNapoli,271,338,False,https://twitter.com/SaveNapoli/status/1537413295908524032,"['vigil', 'antispeciesism', 'veganism']",302,non veganism
2022-06-16,"@IpscVictoria @RutgersU There is a great number of people including non vegans that think veganism supports animal rights.

I think the opposite. As a secondary outcome it literally seeks to decimate populations of domestic animals. Regardless of welfare.",en,0,1,0,deane_ag,2377,4918,False,https://twitter.com/deane_ag/status/1537313830065549312,,255,non veganism
2022-06-17,"Ecco la nostra testimonianza diretta dello scarico di 2 maiali dal camion 

Gli animali non vogliono morire

Poni fine a questo commercio di morte 

Scegli vegan 🌱 

@animalsavemvmt 

#veganism #banliveexport #banliveexports #antispeciesism #vigil #bearwitness #pigs #maiali #pig https://t.co/apYF6Kgt4u",it,4,4,0,SaveNapoli,271,338,False,https://twitter.com/SaveNapoli/status/1537758130716696578,"['veganism', 'banliveexport', 'banliveexports', 'antispeciesism', 'vigil', 'bearwitness', 'pigs', 'maiali', 'pig']",303,non veganism
2022-06-17,"@tyrathetaurus I don't think it's insignificant at all.

It only makes sense to describe as ""normal"" if you want to highlight the difference. For vegans, it's knowing that veganism isn't the norm, for non vegans it's pretending that vegan food is a threat to their ""normal"".",en,0,4,1,dukeofnewyork3,617,601,False,https://twitter.com/dukeofnewyork3/status/1537694918063407104,,274,non veganism
2022-06-18,@Fact I never argue with non vegetarians because i’m vegan 🌱 #veganism,en,1,2,1,RKrehaankapoor,1257,247,False,https://twitter.com/RKrehaankapoor/status/1538179573380108289,['veganism'],70,non veganism
2022-06-19,Also if you’re constantly tone policing vegans I’m just going to assume you’re actually plant based and will go back to non veganism.,en,1,5,0,veganseatherich,730,451,False,https://twitter.com/veganseatherich/status/1538556480319893504,,133,non veganism
2022-06-20,"@AlexaCo92055624 @Seb_81_ @Bob_Martin_I @NurseCanadian @joe31183 @StevieBaby1988 Carnists love anecdotes. That's all you have because the scientific preponderance of evidence is not on your side.

I lost my twin at birth and my mom was not vegan. Non veganism causes still births! Anyone can use an anecdote to ""prove"" anything.",en,1,2,1,TheParadigmShif,947,961,False,https://twitter.com/TheParadigmShif/status/1538943056577056769,,328,non veganism
2022-06-20,"“Sono convinto che gli uomini arriveranno veramente a non uccidersi tra di loro, quando arriveranno a non uccidere più gli animali.” Aldo Capitini #animalrights #veg #govegan #veganfortheanimals  #plantbased #veganrecipes #vegan #veganfood #veganlife #endspeciesism #veganism https://t.co/zzS25IK0iT",it,3,3,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1538937828360572928,"['animalrights', 'veg', 'govegan', 'veganfortheanimals', 'plantbased', 'veganrecipes', 'vegan', 'veganfood', 'veganlife', 'endspeciesism', 'veganism']",299,non veganism
2022-06-20,"@ScepticalDoctor Veganism = void of wisdom due to the limiting factor 

Non veganism = species appropriate hence more prudent for humankind 

Anti veganism /anti carnivore /anti omnivore are all unkind …..
or so I believe",en,0,3,2,Carnket,278,258,False,https://twitter.com/Carnket/status/1538931667439583232,,221,non veganism
2022-06-21,"@Carnket @ScepticalDoctor Usually ""species specific"" means one thing rather than the all. But you said ""Non veganism = species appropriate"" meaning that everything including animals and plants.",en,0,0,1,Grahanimal,13205,12099,False,https://twitter.com/Grahanimal/status/1539365039764918273,,193,non veganism
2022-06-21,"3- veganism has nothing to do with health... it’s just simply non animal... remember the true pigments of our ancestors were green, red, &amp; purple... why??? Because we are fruitarians by nature.... only us humans don’t eat what we are biologically structured to consume",en,0,0,1,est040298,301,135,False,https://twitter.com/est040298/status/1539063068541571072,,272,non veganism
2022-06-22,cmq please can we END this veganism discussion siamo su Twitter non al convegno di scienziati premi nobel. nn capisco pk y'all still feel entitled di parlare di qualsiasi argomento come se fosse una chiacchiera da bar,it,0,2,0,rainysenses,229,317,False,https://twitter.com/rainysenses/status/1539515173194571776,,217,non veganism
2022-06-23,@NiaRichichi And stop attacking us veganism is a moral obligation to the animals to the planet to the world. Being vegan is being normal the way humans are meant to be non vegans are apart of a cult so go vegan 4life end the slaughter save the planet or go home lol,en,1,6,0,marciamarchese1,870,460,False,https://twitter.com/marciamarchese1/status/1540119295082074112,,265,non veganism
2022-06-23,@AliensCastle Non veganism actually kills way more plants. Just saying.,en,0,0,1,Minotsch,1766,196,False,https://twitter.com/Minotsch/status/1540112441195077632,,71,non veganism
2022-06-23,"@rahera_k @grant_farquhar I have also seen people liken veganism to Nazi Germany. Because vegans systematically seek the non existence of domesticated species (through control and death) 

I reject both analogies.

Such inhumane discussion is not necessary. I hope you can do better.",en,0,1,0,deane_ag,2377,4918,False,https://twitter.com/deane_ag/status/1540095813002887168,,283,non veganism
2022-06-23,"@Liv_ibarra But veganism is about more than just food. I'm not saying that they can't be a couple, I'm simply saying that starting to date a non vegan and think that veganism will never cause issues is naive. It's impossible that they never had any discussions where they had opposite views.",en,0,14,2,AquafabaMcGee,10974,5274,False,https://twitter.com/AquafabaMcGee/status/1540086613530787845,,291,non veganism
2022-06-23,"I dream of finding likeminded ppl who value sustainability, veganism, animal welfare, and learning about environmental science and conservation 🥹 I just wanna nerd out w a fellow earth lover fren. Maybe start a non profit. Idk !!!",en,0,0,0,stedreefer,308,221,False,https://twitter.com/stedreefer/status/1540015980197330947,,230,non veganism
2022-06-25,"@TheVeganDragon_ @ThVeganTomBrown @mushsquidgy @PlantBasedNews I feel sorry for you. Your thinking is so distorted about the rights of non human animals and human animals. Veganism is a social justice movement and anti oppression. If you are anti abortion, you support the oppression of women and oppose women,s rights",en,0,3,0,level10vegan,541,649,False,https://twitter.com/level10vegan/status/1540626220144099330,,318,non veganism
2022-06-26,"Meat eaters don’t like to be considered immoral, or feel judged and cognitive dissonance is triggered, when faced with the reality that they are contributing to harming animals. Are anti vegans nearer to transitioning to veganism, than non vegans though? 🌱",en,0,2,0,level10vegan,541,649,False,https://twitter.com/level10vegan/status/1541134063523725319,,256,non veganism
2022-06-27,"@dolleyolley @RaniRanting @hughosmond the farmers can diversify, veganism does not need to be expensive, if they are getting the food they need then they are not deprived, you are either being deliberately obtuse or just don't care that animals suffer from conception for non vegan pallets",en,0,1,0,debbie_spirit,423,394,False,https://twitter.com/debbie_spirit/status/1541518357505228800,,289,non veganism
2022-06-27,"@NototyrannyNOW @EcoFashionByBG Honest of you as always G. A lot of people outright dismiss veganism because they lump it in with wokeism or virtue signalling, when actually it’s just the non enslavement and non exploitation of animals. I think animals deserve freedom and self determination just like humans.",en,0,3,1,jonnyhodl,10067,597,False,https://twitter.com/jonnyhodl/status/1541422584109170689,,309,non veganism
2022-06-27,"@RobertRichart22 Veganism isn't about health though, and most avocadoes are consumed by non vegans. So not sure what you're trying to achieve here, but I have a good guess",en,0,0,0,AquafabaMcGee,10974,5274,False,https://twitter.com/AquafabaMcGee/status/1541407310731530241,,171,non veganism
2022-06-28,"@purpleveganlady There  are studies showing people who eat meat and junk food are unhealthy. But you're trying to say veganism is better while admitting there's no studies showing it, and zero studies of even a single lifelong vegan adult! Zero! You're saying the best study was in non vegans!",en,0,0,0,CarnivoreIs,3020,536,False,https://twitter.com/CarnivoreIs/status/1541818299876401152,,293,non veganism
2022-06-28,@Mr_Price_Action @jonnyhodl @hughosmond @jeffrey_deering @sass_byname You said unsustainable and then gave a non related example which is exactly why I said that doesn’t show that veganism isn’t sustainable. You’re lost in the woods.,en,0,1,2,Veganella_,49529,21595,False,https://twitter.com/Veganella_/status/1541761583772303361,,233,non veganism
2022-06-28,"@KingOfBassFace Your life can be sustained without the cruelty and life lost. Just saying.
You know me. I like, RT, reply positively to non vegan dishes that I see from my friends... I believe in my own way of supporting veganism. Whether it's easing in or whatever 
But I will call out bs. And",en,0,1,1,MikiLilMo,2892,3197,False,https://twitter.com/MikiLilMo/status/1541572975358377985,,294,non veganism
2022-06-29,"last option: whole foods plant based. 
non vegan: i tried and my health crumbled! veganism=bad
vegans: well what did you eat? 
""some carbs, salads, some legumes..."" 

eating restrictively and blaming veganism? its almost like these people just have a flesh eating addiction.",en,0,1,1,piscesrose_,639,288,False,https://twitter.com/piscesrose_/status/1542263293678477313,,274,non veganism
2022-06-29,WHAT WAS THE POINT OF MOGS CAFE LEEDS REOPENING ONLY TO OPEN AS NON VEGAN ?????? With no STUFFED OREOZ ??????? My life has been ruined !!!! They will rue the day that they single handedly RUINED VEGANISM !!!!!! Liar actress getdafuckout #fuming #heartbroken #notok #vegan,en,0,5,0,covid_mullet,441,461,False,https://twitter.com/covid_mullet/status/1542186411411005447,"['fuming', 'heartbroken', 'notok', 'vegan']",271,non veganism
2022-06-30,"@Sanya34531623 @ivanfoxXD This is appeal to hypocrisy fallacy...
Me being vegan and buying a phone once every 7~ years is way better then non being vegan and buying phones.
And you can just buy second hand.
Either way, veganism is not about being perfect, it's about doin what we can in a reasonable way.",en,0,0,0,Azarilh,219,127,False,https://twitter.com/Azarilh/status/1542548325542645768,,304,non veganism
2022-07-01,@ayfkmnow @omega_paladin @NurseCanadian @lorraine_luv1 Veganism is a choice anyone can make. It is defined by avoiding animal products whenever possible and *practical* meaning one can strive to not contribute to the suffering of others while still meeting all their personal needs (ie taking non vegan pharmaceuticals as required),en,0,1,1,nom_chomps,459,1001,False,https://twitter.com/nom_chomps/status/1542901622614814725,,331,non veganism
2022-07-01,"@zriboua Still thinking why veganism is so focused on creating fake alternative to non vegan food instead of focusing on normal and healthier vegs. Seems like not only a business trend, but there might be done cultural reasons behind",en,0,0,0,vundegesa,207,639,False,https://twitter.com/vundegesa/status/1542772937564033025,,233,non veganism
2022-07-01,"@HeyokaLady @1BethDutton @lorraine_luv1 Definition of veganism. We seek to not exploit animals wherever practicable and possible. BTW, we do the best we can in a non vegan world. Perfection is impossible.  Nothing would ever change in this world if the goal was perfection.",en,0,0,1,purpleveganlady,395,663,False,https://twitter.com/purpleveganlady/status/1542722533266300928,,273,non veganism
2022-07-02,"@ddebernardy @KennethBarrows3 @xrsciencerebels You think veganism is the problem? Veganism reduces land usage considerably whereas, carnism (non vegans) is the biggest contributor to deforestation there is https://t.co/tkttQct8Qy",en,0,0,2,ThVeganTomBrown,4209,4998,False,https://twitter.com/ThVeganTomBrown/status/1543338603438301184,,229,non veganism
2022-07-02,"@ateenyalien Non vegans who clearly know nothing about veganism, should at least do some research before spouting their hate",en,0,0,0,RiseLikeLions_X,3556,3936,False,https://twitter.com/RiseLikeLions_X/status/1543295611449090050,,124,non veganism
2022-07-02,Why hurt animals unnecessarily? “The very mentality that enables us to cause harm to other human groups is the same mentality that enables us to cause harm to non human individuals... https://t.co/j3AgvNj3aO #veganism #vegan https://t.co/pIhR0jLPGL,en,0,0,0,ameyerfilms,883,0,False,https://twitter.com/ameyerfilms/status/1543260911745437699,"['veganism', 'vegan']",248,non veganism
2022-07-02,"@caffdan @abcmelbourne Veganism is a moral and ethical choice why wouldn’t anyone normal want to save animals? 
Also, the only ones forcing something here are non vegans forcing animals to be exploited and killed against their will for selfish taste buds.",en,0,0,0,misslopezlana,8977,857,False,https://twitter.com/misslopezlana/status/1543034913418780673,,255,non veganism
2022-07-02,"@mahwash26 @abcmelbourne By definition, veganism is not a religion. You do not need to believe in a higher power, let alone worship one, to be a vegan. In fact, the ones in a religion are non vegans who have been sacrificing, exploiting and killing animals on behalf of Gods or the bible.",en,0,0,0,misslopezlana,8977,857,False,https://twitter.com/misslopezlana/status/1543034267206569984,,288,non veganism
2022-07-03,"@Bire_Memblem ok but see this is where the disconnect is. people treat veganism as a life choice, and non vegans espouse it as such. but veganism is really political activism. it's not simply ""i will stop eating animal products,"" it's getting others to stop too.",en,0,1,1,jelliedunicorns,212,355,False,https://twitter.com/jelliedunicorns/status/1543746022106484737,,262,non veganism
2022-07-03,"@veganmetaverse Oh, fuck, I wondered when the I word would crop up. 

Non humans suffer from only one type of discrimination, speciesism, so for them, there is no intersect. Ergo veganism can not be intersectional.",en,1,2,1,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543731007177854976,,214,non veganism
2022-07-03,"@0dinAllF_ther @tarastrong @SiennaReed8 Did you know 75% of agricultural farmland is used to feed animals.
By going vegan you consume less plants, cause less exploitation to both human and non human animals, we understand veganism isn't perfect but it's more ethical that the current food system.",en,0,7,1,KindClaw,283,213,False,https://twitter.com/KindClaw/status/1543719373403471872,,296,non veganism
2022-07-03,@Greenblack333 @RobinTheFox1990 Non human liberation has to be the ultimate goal of Veganism surely!,en,1,2,2,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543677402852872197,,100,non veganism
2022-07-03,"@ukwondering @RobinTheFox1990 I OBVIOUSLY ’’Accept’’ Veganism is ONLY about Non Human animals, and have said so a few times in this debate, I’m talking about Animal Lib philosophy, that is separate to the Vegan Society definition, that looks at Animal Lib/oppression in a Holistic way!",en,0,0,1,Greenblack333,899,1856,False,https://twitter.com/Greenblack333/status/1543676522795515904,,285,non veganism
2022-07-03,"@ThVeganTomBrown @Greenblack333 @RobinTheFox1990 Veganism is the only rights movement for non humans, let's not poison it by making it about humans!",en,7,10,2,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543669054132592641,,148,non veganism
2022-07-03,"@ThVeganTomBrown @Greenblack333 @RobinTheFox1990 They all come from the same skewed thinking that one individual has greater worth than another for myriad incorrect but different reasons.

However, that should in no way make veganism about anyone but non humans. Does one go to a feminist rally and speak about racism?",en,2,4,2,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543669010792857601,,318,non veganism
2022-07-03,"@Greenblack333 @RobinTheFox1990 Indeed it does, but, that in no way can be taken to mean that Veganism is about anything but the exploitation, of non humans by humans. Nor is it about anyone but non humans.",en,1,4,1,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543654285942169605,,206,non veganism
2022-07-03,"Vegan is the only rights movement for non humans, non humans suffer only from speciesism. So stop making Veganism about humans, all you are doing is displaying your speciesism, and prejudice.",en,15,40,3,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543614549311606787,,191,non veganism
2022-07-03,I am vegan for non human animals. I am not vegan for POC or LGBTQ+ feminism because being vegan is not about humans it is about non-humans. Non-humans suffer only one type of discrimination speciesism and that is what veganism attempts to destroy.,en,34,109,15,ukwondering,2203,2013,False,https://twitter.com/ukwondering/status/1543614546274930688,,247,non veganism
2022-07-04,Pushing modern day veganism is unequivocally pushing GMO's. The truth is domesticated animals have been at the heart center of sustainable agriculture. Whether to kill or not to kill is an ethical dilemma but the existence of animal manure in farm land is non negotiable.,en,1,2,1,imtrippingballs,932,461,False,https://twitter.com/imtrippingballs/status/1544024367201325056,,271,non veganism
2022-07-04,"@Vallone9Anna @March_for_Life True veganism includes helping humans. Yes,any think veganism is only about non human animals. There's a specific word for them, but I just call them fake vegans. 

If you care about ALL life than don't harm animals AND humans.",en,0,0,0,TheVeganDragon_,357,1081,False,https://twitter.com/TheVeganDragon_/status/1543767514005606402,,257,non veganism
2022-07-05,"@aveganrebel Non existence comes from forcefully removing reproductive rights. Callous and wrong to say that causes no harm.

Such footage is against twitter rules. Because it requires an adult understanding. And veganism doesn't seem to have that.",en,0,0,1,deane_ag,2377,4918,False,https://twitter.com/deane_ag/status/1544420339870220288,,248,non veganism
2022-07-05,"@aveganrebel I think farm animals would see veganism as a disappointment (if they had the cognitive ability).

Here they live amazing lives. And I am proud of that.

Are you proud to seek their non existence? https://t.co/fpm3ufqIMq",en,0,0,1,deane_ag,2377,4918,False,https://twitter.com/deane_ag/status/1544418024601829377,,232,non veganism
2022-07-05,"However it's basically saying the same thing that everyone says ""Oh you think you're cruelty free but what about X or Y??"" 
But veganism isn't about being cruelty free it's about doing what you can to minimize unnecessary suffering to non human animals. (2/3)",en,0,4,1,YourHostEdge,909,2681,False,https://twitter.com/YourHostEdge/status/1544353138714415104,,259,non veganism
2022-07-06,"si le veganism c' bouffer d vegetaux bourrés d GLYPHOSATE ROUNDUP d BAYERSMONSANTOXICS Cie, non merci, car VEGANS croient trop souvent q manger d legumes c' bon pour la santé, sauf q seul le BIO est bon pour la santé, les autres legumes sont tous empoisonnés et irradiés nucleaire",fr,1,0,0,NeObyq,1046,1435,False,https://twitter.com/NeObyq/status/1544765626715103242,,280,non veganism
