date,tweet,lang,retweetCount,likeCount,replyCount,username,user_followersCount,user_friendsCount,verifiedStatus,tweet_url,hastags,chr_count,topic
2022-11-03,"This is just how non veganism mindset works for respecting non human animals though, turning them into property or else they will be a ""waste"" of property",en,2,7,1,alltotlib,505,236,False,https://twitter.com/alltotlib/status/1588275120942256128,,154,non veganism
2022-11-03,Another day where a non vegan person calls veganism a “diet.”,en,0,2,0,moxeev,2159,900,False,https://twitter.com/moxeev/status/1588267087172091904,,61,non veganism
2022-11-03,"@RuhPhorte There's no way anyone can be 100% perfect in avoiding harming non human animals, the point of veganism is to avoid it as much as one is reasonably able to. It's impossible to exist without occasionally stepping on some bugs, just don't do it intentionally",en,0,1,0,powercellzeke,387,179,False,https://twitter.com/powercellzeke/status/1588053297453113344,,266,non veganism
2022-11-04,Non vegans trying to explain veganism is very cringe pls stop,en,19,153,7,SkyeMelissax,1170,791,False,https://twitter.com/SkyeMelissax/status/1588558838051254272,,61,non veganism
2022-11-04,"Le persone vegane hanno ogni tipo di forma e corpo perché il veganismo NON è una dieta. Facciamo le nostre congratulazioni a @lizzo per appoggiare continuamente la body positivity e il veganismo ❤️✨

@animalsavemvmt
@animalsaveita

#lizzo #vegan #govegan #veganism #plantbased https://t.co/UQbZdI3IIa",it,2,3,0,SaveNapoli,271,337,False,https://twitter.com/SaveNapoli/status/1588462606750453761,"['lizzo', 'vegan', 'govegan', 'veganism', 'plantbased']",300,non veganism
2022-11-05,"Non/Anti Vegans, the specifics of how we practice veganism are dependent on our specific situation. Stop saying ppl can’t go vegan due to cost, medication etc",en,1,3,0,Sluttering9,493,559,False,https://twitter.com/Sluttering9/status/1588825734906531841,,158,non veganism
2022-11-06,@soypreme Vegans talking about veganism is nothing compared to how much non vegan ppl eat meat etc. they’re just mad we’re bursting their bubble and exposing the truth on their choices,en,0,4,0,ebbyisvegan,207,114,False,https://twitter.com/ebbyisvegan/status/1589251665580150784,,184,non veganism
2022-11-06,"i don’t even get how one quits veganism - for non health reasons - if you initially did it for animal rights? like everything you learnt &amp; believed for you to just say nope i’m gonna pretend it doesn’t exist.

everything in life has nuance but this one actually baffles me tbh..",en,0,7,2,angehieux,2284,1356,False,https://twitter.com/angehieux/status/1589241450994155521,,282,non veganism
2022-11-06,@refukulate @PaulSandstrom13 @Mangan150 Veganism itself does not offend. It is the minority of self righteous individuals who incite hatred amongst many due to targeted media. The non stories we see on FB,en,1,2,2,AshleyD1170,218,884,False,https://twitter.com/AshleyD1170/status/1589194804365529088,,204,non veganism
2022-11-07,"@MeNivant Also, you are against veganism if you follow a non vegan diet.

This is like a chain smoker ranting about firecrackers...",en,0,0,1,yogesh_sivan,1157,756,False,https://twitter.com/yogesh_sivan/status/1589647951605174274,,131,non veganism
2022-11-07,"@MeNivant Now the reason why preaching about veganism is important is animals don't deserve what they're going thru for our health or whatever reason...

If we can raise children as vegans, I don't think these withdrawal effects of non vegan foods would even exist.",en,0,0,1,yogesh_sivan,1157,756,False,https://twitter.com/yogesh_sivan/status/1589647372585697280,,265,non veganism
2022-11-07,but i think my mum would acc kill me if i go back without her even experiencing my non veganism again,en,0,1,0,suhm4r,570,650,False,https://twitter.com/suhm4r/status/1589478270885847040,,101,non veganism
2022-11-08,@itsdavidramms Vegans are so clearly morally superior to non vegans it’s hilarious. I’ve watched this dynamic for my almost 30 years of veganism.,en,0,0,1,JoshuaBessom,324,849,False,https://twitter.com/JoshuaBessom/status/1590094911675990016,,145,non veganism
2022-11-08,"@m00n_child_227 @S_Catsgotmyback @GastonRijo ""Veganism isn't accessible to everyone"" what a disgustingly ableist thing to say, as if the poor, sick or marginalised are unable to feel compassion or have a value for justice. Being vegan means one places oneself on a level with all others, human, and more particularly, non.",en,12,18,3,ukwondering,2203,2015,False,https://twitter.com/ukwondering/status/1590074459901161472,,322,non veganism
2022-11-08,"@RickTheV1 ""the root cause"" ... I fixed my anemia. Period.  The root cause was veganism..How did I not make a case that non heme iron didn't work when ... It didnt  work?",en,0,1,0,CarnivoreIs,3020,536,False,https://twitter.com/CarnivoreIs/status/1589816335735095296,,170,non veganism
2022-11-09,"@hinduistik @r4v5t4r Non vegans eat crap too. Ex vegans who claim that veganism made them sick usually weren't eating junk food, they were on a raw fruits diet only or drank their own urine!",en,0,1,0,AquafabaMcGee,10977,5275,False,https://twitter.com/AquafabaMcGee/status/1590478704844886016,,190,non veganism
2022-11-09,"@vegangaze Veganism is about not seeing non humans of any lesser value.

Its about respect for all life. Its about equality, fairness, compassion, everything that is the opposite of human supremacy or superiority.",en,0,8,1,Grahanimal,13203,12102,False,https://twitter.com/Grahanimal/status/1590326651073986560,,213,non veganism
2022-11-09,"@ask_aubry I just want everyone that whatever this woman is spouting doesn't align with veganism is all. She sounds like those holier than thou devouts who look down at every non Christians. I'm sure if someone goes down the rabbit hole, they will find she's white supremacist and anti-vaxx.",en,0,1,0,exidcomebackpls,369,389,False,https://twitter.com/exidcomebackpls/status/1590236884428820481,,291,non veganism
2022-11-10,Penso che gli animali non siano a nostra disposizione per essere mangiati e torturati. John Lennon - Go Vegan!!! #animallovers #veg #nomilk #veganismo #vegan #CrueltyFree #plantbased #govegan #vegetables #stopallevamentiintensivi #veganfood #veganlife #veganrecipes #veganism https://t.co/Y3qDEps9cH,it,0,2,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1590580201184169986,"['animallovers', 'veg', 'nomilk', 'veganismo', 'vegan', 'CrueltyFree', 'plantbased', 'govegan', 'vegetables', 'stopallevamentiintensivi', 'veganfood', 'veganlife', 'veganrecipes', 'veganism']",299,non veganism
2022-11-10,"@hinduistik @r4v5t4r Why aren't you concentrating your efforts on converting non vegans to veganism rather than policing how healthy other vegans eat? I made it pretty clear that I do NOT care about this. I eat ramen from time to time, shoot me I guess. Go away.",en,0,1,0,AquafabaMcGee,10977,5275,False,https://twitter.com/AquafabaMcGee/status/1590551251103940610,,262,non veganism
2022-11-11,Io non sono strano. Io sono vegano. Informati. Go Vegan! #veganrecipes #veganitalia #plantbased #veg #nomilk #veganfortheanimals #govegan #COP27 #vegetables #stopallevamentiintensivi #veganfood #vegan #veganlife #iosonovegano #veganism #climatechange  #veganrevolution https://t.co/CCvCObHItv,it,1,3,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1591056287697342465,"['veganrecipes', 'veganitalia', 'plantbased', 'veg', 'nomilk', 'veganfortheanimals', 'govegan', 'COP27', 'vegetables', 'stopallevamentiintensivi', 'veganfood', 'vegan', 'veganlife', 'iosonovegano', 'veganism', 'climatechange', 'veganrevolution']",292,non veganism
2022-11-11,"@issacthomas3 Sirf waste hota to bhi seh lete ki chalo u got taste but
It doesn't stop there. It harms instead

Its made of Non Indian ""jarsi"" cows which are not suitable for Human  consumption. Cause diseases like slow poison

reason why Americans turned Vegan. Indians blindly follow veganism",en,0,3,1,NidhiIshpujani,877,322,False,https://twitter.com/NidhiIshpujani/status/1590937432375308288,,294,non veganism
2022-11-12,"@MusingsOfYouth there is proof, veganism is about limiting suffering as far as practicality possible, which doesn’t just include non human animals btw. globally this did work, then we started exploiting animals and people and everything went downhill from there",en,0,0,1,finn_oluna,2643,191,False,https://twitter.com/finn_oluna/status/1591434523371503616,,261,non veganism
2022-11-12,Ask A 12 Year Non Deficient Vegan Anything! Debunk Veganism? https://t.co/hJl4AAwPTU via @YouTube ❤️❤️❤️,en,0,0,0,_Vegangelism,929,1359,False,https://twitter.com/_Vegangelism/status/1591282370254368769,,104,non veganism
2022-11-13,"@ColbyBallowe @garylfrancione I see non Veganism as a moral inconsistency that otherwise caring people need to come to grips with on an individual level. It is misunderstanding vegan advocacy to accuse vegans of being “judgmental” toward non vegans. We judge the act, not the person.",en,0,1,1,MacVegan,2567,442,False,https://twitter.com/MacVegan/status/1591933363383853061,,283,non veganism
2022-11-13,"*5 mins of me talking about my vegan+animal rights work* 
""you just talked about veganism long enough that we dont ever need to talk about it again"" 

well actually you still aren't vegan and speciesism hasn't been abolished yet so..buckle in...as long as you non vegans shove--&gt;",en,1,14,0,_Vegangelism,929,1359,False,https://twitter.com/_Vegangelism/status/1591914444053184512,,282,non veganism
2022-11-13,"just showed a close family member (non vegan) the project im working on..because they asked what ive been up to, as per usual I was yelled at and bullied and even threatened for ""only ever talking about veganism"". Just goes to show my work is important and vital even more so, w/e",en,1,14,0,_Vegangelism,929,1359,False,https://twitter.com/_Vegangelism/status/1591913073270722560,,280,non veganism
2022-11-13,"less than 2 weeks ago in the last interview before the collapse @SBF_FTX was asked ""where do you see FTX in 5 years?""

his answer?

""uhm growth, uhm more products.. uhm expand to non crypto assets""

compared to a year ago he seems way more jittery and vague

is it the veganism? https://t.co/OlULWzHG4l",en,0,2,1,SHRIMPMONEYCAP,220,976,False,https://twitter.com/SHRIMPMONEYCAP/status/1591810365603520514,,302,non veganism
2022-11-13,@CryptoK91147430 @PlantBuilt I went vegan because I could no longer align my morals and my support of the animal agriculture industry. I have weight trained for years as a vegan and a non vegan and I don’t feel limited by veganism at all.,en,0,1,1,meatymcsorley,29337,2957,False,https://twitter.com/meatymcsorley/status/1591635666408030214,,238,non veganism
2022-11-13,@JackBradders Veganism will be like the anti- smoking campaign. It will take decades before nonvegans are treated like pariahs. We are in it for the long haul.Each time we share and spread the message we make progress. Keep on keeping on &amp; never ever give up. We are non human animals only hope,en,0,8,1,Magnum_Farce,206,253,False,https://twitter.com/Magnum_Farce/status/1591604600485937153,,298,non veganism
2022-11-13,"meet aeron

150 followers for 300 followings non vegan thinking his opinion about veganism matters to anyone",en,0,2,1,TofuMasque,2756,220,False,https://twitter.com/TofuMasque/status/1591585881961680896,,108,non veganism
2022-11-14,"@DiogenesOfRG5 @EmilyKerr36 Vegetarian isn’t Veganism!

And there are countless non meat dishes people eat without a second thought.",en,0,1,1,Photaculous,323,993,False,https://twitter.com/Photaculous/status/1592257295026892800,,132,non veganism
2022-11-14,Il cibo vegano non costa la vita a nessuno. Go Vegan!!! #veganismo #veganfortheanimals #WorldVeganDay #nomilk #vegetables #vegan #crueltyfree #govegan #veganfood #veganism #veganlife #veganrecipes #veganrevolution #nomeat #climatechange #essereanimali #plantbased https://t.co/kgUsTBfbrV,it,3,4,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1592190523011641344,"['veganismo', 'veganfortheanimals', 'WorldVeganDay', 'nomilk', 'vegetables', 'vegan', 'crueltyfree', 'govegan', 'veganfood', 'veganism', 'veganlife', 'veganrecipes', 'veganrevolution', 'nomeat', 'climatechange', 'essereanimali', 'plantbased']",287,non veganism
2022-11-14,@malikgarv Why dont you ask your MP to make your home town a tech hub so thag you can have a live-in in your own house and eat non veg.?  @TheVeganSociety in India cannot even have veganism/vegetarianism zone in our own houses because of 'non veg is cool' type of ppl,en,0,1,0,nehakaf,326,954,False,https://twitter.com/nehakaf/status/1591967708450816000,,267,non veganism
2022-11-15,@Darklordmack @AviBittMD @npshootingsport You don’t think there’s a moral difference between veganism and non veganism? There’s no moral difference between paying for cows to be slaughtered and not paying for cows to be slaughtered?,en,0,6,1,Veganella_,49522,21598,False,https://twitter.com/Veganella_/status/1592479393913667584,,232,non veganism
2022-11-15,@holisticINDY @LeahLibresco @bennymaloneUK As a man it's non of your business what women do with their own lives😂 stay out of other people's lives. Veganism has nothing to do with abortions ffs.,en,0,2,0,skorskamariia,597,502,False,https://twitter.com/skorskamariia/status/1592321202994831361,,194,non veganism
2022-11-16,"@1GarethWynJones I think you have a misconception of veganism. Veganism isn't turning every human being vegan. It's about where there is CHOICE of suffering or non suffering, choose the non suffering. In the UK we have a choice like a vegan or meat burger in Burger King.",en,0,0,0,wanderingdrum,281,265,False,https://twitter.com/wanderingdrum/status/1592956260256993281,,271,non veganism
2022-11-16,@PetalLu I first started out on my birthday Dec 19 1993 as a non dairy vegetarian as I was told I had cancer &amp; was diabetic. What a birthday. Wanted to fight cancer. Learned from a lady at a health food store about veganism. When I stopped wearing my leather hiking boots I count me vegan.,en,0,1,0,swamplady100,1307,911,False,https://twitter.com/swamplady100/status/1592918644161273856,,293,non veganism
2022-11-16,"Io non ho permesso a nessuno di mangiare carne, non lo permetto ora, non lo permetterò in nessuna forma, in nessun modo e in nessun luogo; è incondizionatamente proibito a tutti. Buddha #crueltyfree #GoVegan #vegetables #plantbased #vegan #veganfood #veganlife #veganism #buddha https://t.co/06KiKa3IZF",it,0,0,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1592868905936375808,"['crueltyfree', 'GoVegan', 'vegetables', 'plantbased', 'vegan', 'veganfood', 'veganlife', 'veganism', 'buddha']",302,non veganism
2022-11-16,"@hayxtt @Ruka_on_Ruka vegans who’re poc, poor and disabled are leading the change, but non vegans always decide to ignore them and platform white cis vegan men or ‘white veganism’ followers instead….",en,3,61,2,finn_oluna,2643,191,False,https://twitter.com/finn_oluna/status/1592822279792373761,,199,non veganism
2022-11-16,"@EclecticRadical @Sturgeons_Law I would personally assume otherwise because I've heard the Indigenous case for non veganism (and the food desert case and the allergy case) made overwhelmingly by people they don't apply to, but who still eat meat.",en,1,33,1,Gerald_Todd,441,498,False,https://twitter.com/Gerald_Todd/status/1592703253019766784,,246,non veganism
2022-11-17,"@redjokerzero @ComradeKimDawn The only reason veganism and indigenous people are at odds is that non- and anti-vegans find it easier to defend their unethical, disgusting habits by hiding behind a marginalized group",en,1,2,0,Codemmunist,668,459,False,https://twitter.com/Codemmunist/status/1593374209522028544,,215,non veganism
2022-11-17,"@itsdavidramms I do eat with vegans and non vegans, I do not judge their choice of food... but as a former vegan I can say: veganism is fake science... https://t.co/MD1iRF6u7d",en,0,0,0,punkaste,661,401,False,https://twitter.com/punkaste/status/1593366411912433665,,175,non veganism
2022-11-17,"@itsdavidramms There's no difference to me in what kind of meat they're eating, it's all the same to me. I eat with non vegans all the time. Each meal is an opportunity to show compassion and to be an example for veganism.",en,0,0,0,Nancy_pantz1026,1996,4986,False,https://twitter.com/Nancy_pantz1026/status/1593355487743033345,,222,non veganism
2022-11-17,"@lituainianach Yes, you (and I) disagree with vegans on the substantive point. The question here isn't if veganism is correct, it's whether ""veganism, but just for non indigenous people"" makes literally any sense as a moral framework (it doesn't)",en,0,5,1,notkavi,4079,560,False,https://twitter.com/notkavi/status/1593333178160549888,,246,non veganism
2022-11-17,@leechanteamo @ryuyangs be so serious ofc non white vegans have a right to not want to be grouped with colonialist ideologies when they’re not the ones with violent assimilationist attitudes. white veganism is nasty idc!,en,0,1,1,GLUC1OZ,268,218,False,https://twitter.com/GLUC1OZ/status/1593305596287242242,,220,non veganism
2022-11-17,@veganseatherich @Ashvio They want us to just shut up and turn veganism into a matter of non political personal choice. They would even go further to demand us to act as if we are not vegans in the public space.,en,0,1,0,marutinb,735,1093,False,https://twitter.com/marutinb/status/1593302599498973188,,211,non veganism
2022-11-17,@DeetoriaDee That is what the post is about. No other commenting around veganism is necessary. That is your way to live and my post was not about the non Indigenous diet and their veganism and habits.,en,0,0,0,ironbow,5549,1013,False,https://twitter.com/ironbow/status/1593268921729429504,,200,non veganism
2022-11-17,@tyrathetaurus Veganism is a human thing. Last I checked we are all human animals. It's for the non human animals and for the planet we live on that we  choose to be Vegan. Life is life no matter what you are and it must be treated with kindness and respect.,en,0,2,0,Magnum_Farce,206,253,False,https://twitter.com/Magnum_Farce/status/1593259578208272385,,258,non veganism
2022-11-17,@BBQbans @kiingofcomedy @AviBittMD Of course veganism isn't accessible to everyone the point of Avi's tweet was how non vegans who use people who can't go vegan as an excuse to not be vegan.,en,0,1,0,KindClaw,284,214,False,https://twitter.com/KindClaw/status/1593205845277671424,,190,non veganism
2022-11-18,"@torriangray Waiting for one of these people to be like 'and that's why non white veganism, whatever that is, means we are not allowed to eat plants or animals.'",en,0,0,0,SymposiumSilver,214,180,False,https://twitter.com/SymposiumSilver/status/1593728854329548800,,161,non veganism
2022-11-18,Oggi si può vivere benissimo senza mangiare carne e derivati. Non ha senso continuare a massacrare e torturare miliardi di animali. Go Vegan!!! #vegan #VeganForTheAnimals #veganfood #veganism #GoVegan #veganlife #CrueltyFree #nomeat #vegetables #veg https://t.co/W67qcHE77j,it,7,13,0,gianni_runco,1157,2173,False,https://twitter.com/gianni_runco/status/1593676622292553728,"['vegan', 'VeganForTheAnimals', 'veganfood', 'veganism', 'GoVegan', 'veganlife', 'CrueltyFree', 'nomeat', 'vegetables', 'veg']",273,non veganism
2022-11-18,"@vegansuz1 @itsdavidramms @Cajjos That’s weird. You can accept Americans eating beef, poultry, seafood, pork, etc., but you draw the line at dog meat… I didn’t know veganism allowed favoritism and speciesism. But because of American culture, right? this is something a typical non vegan would say.",en,0,1,0,woahflaco,1744,661,False,https://twitter.com/woahflaco/status/1593615564768944129,,297,non veganism
2022-11-18,"@tagaq we honestly really don’t. it’s the non vegans (who usually aren’t indigenous) who say ‘veganism is anti indigenous’ meaning me have to defend it. and in relation to why can we tell you what is ethical, would you say the same thing about feminists or anti racists? 1/2",en,0,0,1,darkdreamlxnd,242,521,False,https://twitter.com/darkdreamlxnd/status/1593599587155169281,,274,non veganism
2022-11-18,@foodnotfri3nds @LauraHillsLamb @forktown385 @dontnowhat2say @herbivore_club Only the ones eating a non species appropriate diet are.  My ruminants that graze don't get B12!  🤣🤣 You're making an excellent case for veganism being non species appropriate!,en,0,1,1,CarnivoreIs,3020,536,False,https://twitter.com/CarnivoreIs/status/1593503135871676416,,253,non veganism
2022-11-18,@betterworld80 @tyrathetaurus I’ve heard lots of non vegans suggest that veganism is a white movement that excludes Black people,en,0,2,0,SharonAlger,2552,2957,False,https://twitter.com/SharonAlger/status/1593490522861375488,,128,non veganism
2022-11-18,@Joyhenderson78 what does this have to do with white veganism so many non white cultures around the world eat plant based or have religious beliefs against eating certain animals.,en,0,0,0,jisoosjoy,824,797,False,https://twitter.com/jisoosjoy/status/1593482523828490240,,179,non veganism
2022-11-19,"@AbolitionAdam77 Yes, with non close friends, friends i had for 11/16 years. But it's only partially because of veganism, they just weren't good friends in general. :\",en,0,1,0,Azarilh,219,126,False,https://twitter.com/Azarilh/status/1594108540381265920,,167,non veganism
2022-11-19,@VeganPostMortem @bennymaloneUK @LBC That’s an argument for veganism. Non vegans daily take away the freedoms and choices of animal individuals.,en,0,3,1,Son_of_Space,3133,3137,False,https://twitter.com/Son_of_Space/status/1593888382895136768,,144,non veganism
2022-11-19,"@AJustang @hillaryrettig This is you not understanding veganism and veganism is not a diet. You couldn't care because you are an uncaring person. Non human animals also face oppression by humans, not just in food but other things such as clothing, entertainment, labour, sport etc.",en,2,20,0,AllStatesAreBad,5476,121,False,https://twitter.com/AllStatesAreBad/status/1593768119348207621,,281,non veganism
2022-11-20,"@Joyhenderson78 What I don’t get about non vegans who claim to care about plants is how they miss the fact that animal agriculture ‘kills’ more plants than vegan diets as the animals need to eat plants before we kill the animal. If you want to reduce harm to plants, veganism is also the way",en,1,3,1,darkdreamlxnd,242,521,False,https://twitter.com/darkdreamlxnd/status/1594340228034068483,,291,non veganism
2022-11-20,"@Greenblack333 @StarseedsGarden @SukolVentures @AllStatesAreBad Will anti-vegans use this to attack veganism? Sure. And it's a deflection.  Still no excuse not to be vegan. It's an attempt to justify their exploitation of non human animals solely on their interaction with human animals, some of whom may be vegan, but are flawed in other ways.",en,0,2,0,RoodepoortL,706,672,False,https://twitter.com/RoodepoortL/status/1594179658932576256,,344,non veganism
2022-11-21,"“vegans use veganism to be racist to indigenous people”

actually i think you’ll find non indigenous non vegans weaponise indigenous people to justify not going vegan",en,73,477,36,darkdreamlxnd,242,521,False,https://twitter.com/darkdreamlxnd/status/1594700473461792768,,166,non veganism
2022-11-21,@Ashvio @afroblvk Non veganism uses slavery far more because there's just.... a bigger part of the industry dedicated to meat and animal products than there is for vegan products.,en,0,2,0,catboykomaba,375,653,False,https://twitter.com/catboykomaba/status/1594648201977647104,,179,non veganism
2022-11-21,"@catboykomaba @afroblvk Use your brain. Non veganism utilize slave labors far more and i doubt any of yall even talk about it when it comes to meat production, nor adjust your consumption to stop funding it",en,0,9,1,Ashvio,923,1012,False,https://twitter.com/Ashvio/status/1594549548856135681,,206,non veganism
2022-11-22,"That’s like me going to a vegan place and forcing them to sell non-plant-based food ..
I don’t get how being vegan gives you the entitlement to try and alter how everyone else eats? 

It’s one thing to say serve vegan options, and another to say conform to veganism…",en,0,0,1,uwumicos,351,252,False,https://twitter.com/uwumicos/status/1595085175708581888,,266,non veganism
2022-11-22,"@Prathamshah01 @MandarKarnik8 @AmanDhattarwal Veganism is rubbish, eat whatever you want, want to eat non veg it is okay!!! Just don't consume too much. Remain with the veganism diet and you'll need to take medicines too along with your diet.",en,0,0,0,Cato_0001,857,776,False,https://twitter.com/Cato_0001/status/1595040413416673288,,242,non veganism
2022-11-23,The moment i stop being angry at nonveganism is the moment i stop having a heart,en,0,0,0,AchatGBA,277,1588,False,https://twitter.com/AchatGBA/status/1595482982462242817,,80,non veganism
2022-11-23,Les belettes tuent les pauvres lapins sans défense sous prétexte que c'est une tradition ancestrale ! Et alors ? C'est une tradition cruelle et d'un autre temps ! Non au meurtre des lapinous pas les cruelles belettes ! #veganism #Wokisme #animals,fr,0,2,0,spiritetautre,668,567,False,https://twitter.com/spiritetautre/status/1595412371375378433,"['veganism', 'Wokisme', 'animals']",246,non veganism
2022-11-24,"@veggie_elise @mge_de @letsreplanet @GeorgeMonbiot Its simply not plausible. This technology is a deal breaker. The possibilities that it can unlock are unknown. Non sentient meat is something that many carnivores will turn to, unlike veganism.",en,0,0,1,The0Point,1872,129,False,https://twitter.com/The0Point/status/1595831331308675079,,244,non veganism
2022-11-24,"Fk you and your Non Vegan Thanks Giving #veganism #Thanksgiving2022 
""Pardon"" all the turkeys this season. Take action and end this cruel tra... https://t.co/1t3CtIk3Lf via @YouTube",en,0,0,0,TPoet1973,1253,1355,False,https://twitter.com/TPoet1973/status/1595803975345131521,"['veganism', 'Thanksgiving2022']",181,non veganism
2022-11-24,"@vidyudabhe @NiklausNDolores @soypreme Nah, That would lead to suicide as it is the ony way to not hurt others effectively. It's non sense. We don't do that for humans either. Veganism is about giving to the animals the same life rights as humans, like right to not get exploited or murdered.",en,0,0,1,Azarilh,219,126,False,https://twitter.com/Azarilh/status/1595731867151601664,,292,non veganism
2022-11-25,@Issyloveshoney @Non_Ideologue Bit of an odd question since everyone knows what that means and so few know what veganism is.,en,0,3,0,herbivore_club,59457,14720,False,https://twitter.com/herbivore_club/status/1596267996074414082,,124,non veganism
2022-11-25,"@Non_Ideologue @darlingelf @herbivore_club Isn't that 85% figure based on a flawed 2014 study? Almost 10 years old? And doesn't highlight the issues that may come with veganism back then, it's far more socially acceptable now too.",en,0,1,1,troskinny,299,676,False,https://twitter.com/troskinny/status/1596264548029583365,,230,non veganism
2022-11-25,@Non_Ideologue @herbivore_club Veganism is a belief and movement. You cannot just believe in it 6 out of 7 days of the week.,en,0,2,0,darlingelf,339,218,False,https://twitter.com/darlingelf/status/1596263862315016192,,124,non veganism
2022-11-25,@Non_Ideologue How can you be vegan 6 days a week? What do you think veganism is?,en,0,3,1,herbivore_club,59457,14720,False,https://twitter.com/herbivore_club/status/1596219823926935553,,81,non veganism
2022-11-26,@itsdavidramms Started off as a non dairy vegetarian fighting cancer. Shopped at a health food store ran by vegans. Slowly learned about veganism from there. Turned vegan in 1998.,en,2,32,0,swamplady100,1307,911,False,https://twitter.com/swamplady100/status/1596511944047230977,,179,non veganism
2022-11-26,@Non_Ideologue @troskinny @darlingelf You keep talking about veganism like it's a diet.,en,0,1,0,herbivore_club,59457,14720,False,https://twitter.com/herbivore_club/status/1596315785349058560,,87,non veganism
2022-11-27,"@ZTVComedyNews @DrFarazHarsini Funny when they don’t question why the hell you would make non vegan food LOL 

Shows you how much they know about Veganism",en,0,7,0,CanWeDoMore1,308,563,False,https://twitter.com/CanWeDoMore1/status/1597003087428059137,,154,non veganism
2022-11-27,@chaka_slaka Lmao you don’t understand veganism. There’s tons of foods that are vegan already plus alternatives to non veg things. I keep vegan Mayo stocked at all times and I eat Mayo sandwiches they are great and you wouldn’t know it’s vegan. Did you know mustard is vegan? Mustard sandwic…,en,0,0,0,n8gallagher,482,439,False,https://twitter.com/n8gallagher/status/1596968148049137664,,292,non veganism
2022-11-27,"@CarnivoreIs @DommeBoer @Phytomins1 @Douglas31574952 @SteveW69x And of course non of these Adventists ever took the n15 isotope test, so in your book, there can not have been vegan in the first place! So could not be biased in favour of veganism.",en,0,0,0,andyswarbs,2064,3233,False,https://twitter.com/andyswarbs/status/1596898664546697217,,246,non veganism
