date,tweet,lang,retweetCount,likeCount,replyCount,username,user_followersCount,user_friendsCount,verifiedStatus,tweet_url,hastags,chr_count,topic
2022-11-01,"Opinion |  Modern veganism has become a catapult of elitism and luxury. 
https://t.co/YIOhHIMjEl",en,1,3,0,lsureveille,29077,481,True,https://twitter.com/lsureveille/status/1587580246257278977,,96,veganism
2022-11-01,"Veganism is a Corporate Dream:
Key ingredients of ""plant-based meat"" are wheat &amp; soy, crops in the grip of Ag-Multinationals; hence veganism = more artificial fertiliser, pesticides &amp; herbicides produced by Bayer, Syngenta &amp; the rest of the Big Ag chemical giants. https://t.co/rs0rxYxALI",en,243,709,40,DietHeartNews,40527,3666,False,https://twitter.com/DietHeartNews/status/1587580245443387392,,300,veganism
2022-11-01,Huge Sebaceous Cyst on Stomach Removed https://t.co/TvjPvJcpg6 #cannabisindustry #votedred #thesaudis #odsp #plantbased #veganism,en,0,0,0,HealthyRemedys,322,819,False,https://twitter.com/HealthyRemedys/status/1587580144948072449,"['cannabisindustry', 'votedred', 'thesaudis', 'odsp', 'plantbased', 'veganism']",129,veganism
2022-11-01,London animal-rights activists with the makers of @EatingPlants.TV at a screening for @VeganDayofficial #EatingPlants #Film #WorldVeganDay #AnimalRights #Veganism #Vegan #Soho #CentralLondon #London @ Courthouse Hotel https://t.co/Nf7wbWPDRw,en,1,1,0,LondonARActivsm,238,130,False,https://twitter.com/LondonARActivsm/status/1587576864742178817,"['EatingPlants', 'Film', 'WorldVeganDay', 'AnimalRights', 'Veganism', 'Vegan', 'Soho', 'CentralLondon', 'London']",241,veganism
2022-11-01,"@quaid_rowan It’s more that some people treat veganism as a diet so when they say “I used to be vegan,” what they really mean was “I went on a plant-based diet for awhile.” 

It’s very rare that someone actually was an animal advocate and changed their mind.",en,8,37,1,STOPHEATHERTIME,4154,1125,False,https://twitter.com/STOPHEATHERTIME/status/1587576827056455683,,258,veganism
2022-11-01,@TheReal_Calicoe this is what verb asked himself before the path to veganism,en,0,2,0,cyberjermster,333,1823,False,https://twitter.com/cyberjermster/status/1587576637989732352,,76,veganism
2022-11-01,"Honey is made by bees for bees. Harvesting honey does not correlate with The Vegan Society's definition of veganism, which seeks to exclude not just cruelty, but exploitation 🐝

#VeganDay #WorldVeganMonth 
#VeganMonth #WorldVeganDay

https://t.co/Ur9OIKw5LE",en,1,1,0,herbivore_club,59456,14720,False,https://twitter.com/herbivore_club/status/1587576136254586884,"['VeganDay', 'WorldVeganMonth', 'VeganMonth', 'WorldVeganDay']",257,veganism
2022-11-01,#GoVegan for climate action #GlobalHeating #ClimateCrisis #Vegan  #Covid #ClimateChange #OceanProtectionLeague #GenZEmergency #OceanProtectionLeagueGallery #Kindness #Pandemic #veganfood #plantbased #veganism #veganlifestyle #crueltyfree #sustainability https://t.co/8DyYJM2oEJ,en,3,5,0,OceanProtectL,485,1007,False,https://twitter.com/OceanProtectL/status/1587575721098108931,"['GoVegan', 'GlobalHeating', 'ClimateCrisis', 'Vegan', 'Covid', 'ClimateChange', 'OceanProtectionLeague', 'GenZEmergency', 'OceanProtectionLeagueGallery', 'Kindness', 'Pandemic', 'veganfood', 'plantbased', 'veganism', 'veganlifestyle', 'crueltyfree', 'sustainability']",277,veganism
2022-11-01,@quaid_rowan Fear of rejection is a powerful driver of behaviour. I know a few people right now who want to try veganism for all the right reasons but are petrified of being mocked and pushed away by friends and family.,en,1,1,0,VeganStorm,1695,2094,False,https://twitter.com/VeganStorm/status/1587574846870921217,,219,veganism
2022-11-01,World Vegan Day: Kane Richardson on veganism &amp; cricket https://t.co/I73uyg1S5x,en,0,0,0,DavidWGWalker,364,1159,False,https://twitter.com/DavidWGWalker/status/1587574435074437120,,82,veganism
2022-11-01,"Len Tilbürger, in which the author explores the intersection between the anarchist strains of punk-rock and the animal liberation movement, thus showing how essential veganism has been for creating a vibrant culture of solidarity and resistance. It Started With Crass From (2/3)",en,0,1,1,vreer,1598,1563,False,https://twitter.com/vreer/status/1587573455045681156,,278,veganism
2022-11-01,"RT @anarchismhub@todon.nl
Anarchist News: **Punk Veganism as a Culture of Resistance**

""From DIY Conspiracy Len Tilbürger explores the intersection between the animal liberation movement and punk. DIY Conspiracy celebrates the World Vegan Day 2022 with this new essay by (1/3)",en,0,0,1,vreer,1598,1563,False,https://twitter.com/vreer/status/1587573453925793792,,277,veganism
2022-11-01,"@kimjongcrack considering you should know what veganism means by now since you tweet on vegan pages literally all the time, even you should be able to work out they don't exist. This tweet is also about prevegans anyway :)",en,0,0,1,franalicee,3301,911,False,https://twitter.com/franalicee/status/1587573128049344512,,222,veganism
2022-11-01,"@MeritThyTrout @TFBSully No, no they don't. People shouting against animal abuse doesn't make other people go and abuse more animals. Don't be ridiculous.

None of my views are extreme here. They're accurate. You can't tell me how best to advocate for veganism when you're still paying for animals to die.",en,0,2,0,bracealmighty,13151,5819,False,https://twitter.com/bracealmighty/status/1587572204543393793,,305,veganism
2022-11-01,"@HarrisH30894075 @Accion_Directa1 @ukwondering @ALF_269 @ClimateHuman Veganism is direct action. 
It is opting out of an indifferent, planet-destroying norm.",en,2,4,1,S_Catsgotmyback,2746,2611,False,https://twitter.com/S_Catsgotmyback/status/1587570816753217536,,157,veganism
2022-11-01,@Draren_Thiralas @andyswarbs @ChadNotChud Veganism is entailed by seeing the actions we do to animals in a human context as unethical and being against discrimination. If you can’t name a consistent justifier for difference in ethical consideration you ought be vegan,en,2,4,1,sumnemoa,515,3452,False,https://twitter.com/sumnemoa/status/1587569380736507905,,267,veganism
2022-11-01,taking a vegan girl on a first date to a barbecue place and just aggressively misunderstanding veganism the whole time,en,0,9,1,papayapyrate,252,381,False,https://twitter.com/papayapyrate/status/1587569362176729089,,118,veganism
2022-11-01,@pramodrama I tend to veganism :-),en,0,0,1,pvsubramanyam,41281,415,False,https://twitter.com/pvsubramanyam/status/1587567389021208576,,34,veganism
2022-11-01,"Animals are my friends...🐘 🌷 🍃 🐝 🐿 🍄 🌿 🐇  🍃 🌸 🐸

#greenwitchtea #greenwitch #tea #organictea #harmnone #animism #vegan #plantbased #veganism #nature #plantbased #witchcraft #witch #forestwitch #peace https://t.co/SbFCe3h9gA",en,1,6,0,GreenWitchTeaOZ,691,404,False,https://twitter.com/GreenWitchTeaOZ/status/1587566735917744130,"['greenwitchtea', 'greenwitch', 'tea', 'organictea', 'harmnone', 'animism', 'vegan', 'plantbased', 'veganism', 'nature', 'plantbased', 'witchcraft', 'witch', 'forestwitch', 'peace']",223,veganism
2022-11-01,"TO ALL VEGANS, EVERYWHERE: ON BEHALF OF THE VOICELESS ANIMALS, WE THANK YOU. 💚🌱
#goVegan 
#VeganWorld
#veganireland
#veganuary
#Vegan 
#veganism 
#veganday2022 
#WorldVeganDay2022 
#WorldVeganDay https://t.co/ntfOoZwf6J",en,1,4,1,AnimalWelfareIE,1327,1612,False,https://twitter.com/AnimalWelfareIE/status/1587565977486725121,"['goVegan', 'VeganWorld', 'veganireland', 'veganuary', 'Vegan', 'veganism', 'veganday2022', 'WorldVeganDay2022', 'WorldVeganDay']",219,veganism
2022-11-02,"@CAAD9steve @cristo_radio @CallumHeap2 @adamcapper @BillboBagginsX @GMB @PritiStan @DrAngelaBear @JoelinStone That’s sort of what happens when your employer is Rupert Murdoch. Objective No1: Divide the population with anything you can… Meghan Markle, Immigrants, Vaccines, Masks, Lockdowns, Transgender people, Climate Change, Veganism - the list goes on.",en,0,1,0,zacharyjm7,546,252,False,https://twitter.com/zacharyjm7/status/1587957226530082819,,355,veganism
2022-11-02,#plantbased #Vegan #veganism #AnimalRights #GoVegan #VeganForTheAnimals https://t.co/MB2hivUcP7,qme,16,28,0,VeganPoet,8916,1747,False,https://twitter.com/VeganPoet/status/1587956057070084098,"['plantbased', 'Vegan', 'veganism', 'AnimalRights', 'GoVegan', 'VeganForTheAnimals']",95,veganism
2022-11-02,@GinaBLemos Yet it's people who believe that they are the most godly who also believe it is a god given right to torture animals this way. Veganism is the answer. Everything else is animal abuse.,en,0,1,0,4allthe_animals,444,766,False,https://twitter.com/4allthe_animals/status/1587955543171284993,,195,veganism
2022-11-02,"@1986_clarissa @FHickens @fujtwo @PeceKocovski @Sqeaky1149 @thelittleidiot @IAfarmsanctuary I went vegan a few years ago. Why would you feel sorry for me? I'm perfectly fine. My vitamin/mineral and health stats are all brilliant. I don't know what you think veganism is, I don't even eat bread.",en,0,1,0,thatprincesong,1604,4999,False,https://twitter.com/thatprincesong/status/1587955046901334016,,294,veganism
2022-11-02,@carlvegandude70 @PETAUK Veganism is a cult,en,0,0,0,RealUtahMan,306,695,False,https://twitter.com/RealUtahMan/status/1587954299941769216,,43,veganism
2022-11-02,"Idiot #Antivegans are posting an image “showing” the harms of plant based diets—a simple Google image search will show it’s actually industrial farming for feed. Giving such joy. They’re like toddlers proudly holding up their own shit to show their parents. 
#vegan #veganism https://t.co/WFhWvipDUd",en,1,3,0,thevegdoc,1209,156,False,https://twitter.com/thevegdoc/status/1587952810313801730,"['Antivegans', 'vegan', 'veganism']",299,veganism
2022-11-02,"#Radish-ing by @LTComicGifts 

#veggies #vegan #veganism #vegetarian #vegetarianism #party #formalevents #fashion  #pun #puns #humor #funny #comic #comics #cartoon #cartoons #weird #strange #odd #bizarre #lol #hilarious https://t.co/avbbrTJVoK",en,0,0,0,ricklondon,21193,20060,False,https://twitter.com/ricklondon/status/1587952454519382017,"['Radish', 'veggies', 'vegan', 'veganism', 'vegetarian', 'vegetarianism', 'party', 'formalevents', 'fashion', 'pun', 'puns', 'humor', 'funny', 'comic', 'comics', 'cartoon', 'cartoons', 'weird', 'strange', 'odd', 'bizarre', 'lol', 'hilarious']",243,veganism
2022-11-02,"Veganism 
#Thanksgiving2022 https://t.co/w0O1IT1Bxc",es,0,0,0,LucyWhiteArtist,320,2651,False,https://twitter.com/LucyWhiteArtist/status/1587951749369069568,['Thanksgiving2022'],51,veganism
2022-11-02,"@agusnox I view veganism like pacifism. People can practice those at an individual level. But on a global level, all of humanity would never cooperate with it.",en,0,2,1,RegimeChangeInc,4346,3895,False,https://twitter.com/RegimeChangeInc/status/1587950840031092736,,159,veganism
2022-11-02,i think backlash to veganism is honestly more annoying than vegans at this point like no offence  but why are you so obsessed with eating animals,en,1,38,5,steelydante,6254,1892,False,https://twitter.com/steelydante/status/1587950166166077440,,145,veganism
2022-11-02,"@Jenko1Mufc1 @Akithegymaddict @image_origins To be honest, I am unsure what you're on about. There is no single universal reason for vegetarianism/veganism, nor for as to what they choose to eat. Conformity/assimilation among peers while adhering to their view of morality could very well be a reason.",en,0,0,0,plasticbottl,278,179,False,https://twitter.com/plasticbottl/status/1587949992035209217,,301,veganism
2022-11-02,@midnightriderV2 @Habrutzie Please don't conflate veganism with medical tyranny.,en,0,2,1,JonSunTan,1913,1770,False,https://twitter.com/JonSunTan/status/1587949935835906048,,80,veganism
2022-11-02,"Veganism, really? this is the issue you want to harp about? we are going to be eating soilent green here in less then 10 years or lab grown food if we are lucky. say good bye to fresh fruits and vegetables, if you find them you still won't be able to afford them. not joking.",en,0,0,0,tim39941098,1490,1443,False,https://twitter.com/tim39941098/status/1587949540874797057,,275,veganism
2022-11-02,I wasn’t fond of meat to begin with. When I was a kid Mom had to force me to eat it. I willingly ate veggies and fruit first and left meat last. When I was a vegetarian my barrier to veganism was cheese. Now I adore vegan cheese.,en,2,17,3,Tonya_Aria,751,1752,False,https://twitter.com/Tonya_Aria/status/1587947724086951937,,229,veganism
2022-11-02,"@HenryFailsafe @JoeKerr57254356 You seem so sure of something you clearly have no eperience or understanding of.

Plant teachers are real, open your mind.

Even if veganism was the best course, its an impossibility when faced with the reality of human nature",en,0,0,0,dionisinus,213,414,False,https://twitter.com/dionisinus/status/1587945932443860992,,258,veganism
2022-11-02,@lemsieurf Veganism FTW,es,0,0,1,alouqa,537,1015,False,https://twitter.com/alouqa/status/1587945409103761412,,23,veganism
2022-11-02,"joke all you want about veganism, say what you must about my very necessary multivitamins, but when you pet the pig at the barn, do you feel hate in your heart? let's not think about the chickens right now. the pig, my good man! the pig!",en,7,93,1,HOSTAGEKILLER,28795,1254,False,https://twitter.com/HOSTAGEKILLER/status/1587944216700805121,,237,veganism
2022-11-02,unfortunate for everyone who eats animal products that my current hyperfixation is proving to everyone why veganism is good,en,0,1,0,CommieYoshi,1359,1912,False,https://twitter.com/CommieYoshi/status/1587943553484804097,,123,veganism
2022-11-02,@MickTheebs @peterbropotkin @Ancommiey Veganism is also to not use products that harm animals or their habitats.,en,0,1,1,EntrepreneurFg,2170,1562,False,https://twitter.com/EntrepreneurFg/status/1587942671829454848,,112,veganism
2022-11-02,made chopped cheese for dinner i know i said i was going back to veganism but it’s gon have to wait a lor bit,en,0,5,1,dontaskriy,1931,556,False,https://twitter.com/dontaskriy/status/1587941135045263360,,109,veganism
2022-11-02,"Stop animal testing—test on vegan fundamentalists instead, that's the only thing those hate-filled fascists are good for anyway.
#vegan #vegans #veganism #TofuTaliban #TofuChurch #WorldVeganDay #WorldVeganMonth #VeganDay #VeganMonth https://t.co/x44cctlQhC",en,0,0,0,ScottMcAlba,515,298,False,https://twitter.com/ScottMcAlba/status/1587940768764768257,"['vegan', 'vegans', 'veganism', 'TofuTaliban', 'TofuChurch', 'WorldVeganDay', 'WorldVeganMonth', 'VeganDay', 'VeganMonth']",256,veganism
2022-11-02,"Veganism is the virtue signaling veneer over which corporates greed, chronic disease and environment destruction resides",en,38,233,15,SBakerMD,195437,492,False,https://twitter.com/SBakerMD/status/1587939981309669376,,120,veganism
2022-11-02,That is definitely me !!! #veganism https://t.co/otzzDCoeP0,en,68,495,65,EvannaLynchV,2790,3730,False,https://twitter.com/EvannaLynchV/status/1587939929568333824,['veganism'],59,veganism
2022-11-02,"In case you didn’t realise, it’s #BackBritishFarmingDay and it’s been great seeing all the posts across Twitter championing British farming 🇬🇧 However, we couldn’t help but notice a lot of the ‘negative’ or opposing tweets, backing veganism or…. https://t.co/KAMejDe1JU",en,0,12,3,steanbowfarms,527,111,False,https://twitter.com/steanbowfarms/status/1587939384003014656,['BackBritishFarmingDay'],269,veganism
2022-11-02,Ex Vegan Calls Out Veganism https://t.co/1KqX6aLF9d via @YouTube,en,0,0,0,MichaelaMaestas,1164,5002,False,https://twitter.com/MichaelaMaestas/status/1587937655198605313,,64,veganism
2022-11-02,"@SarahSi56983946 @GBNEWS @Nigel_Farage I also accidentally tried that after mistaking it for a bacon roll in Costa!  I think I need to stop eating out.  🤣🤣  It was a very strange texture.  I don't understand why they would want to replicate, the very thing veganism is trying to avoid.",en,0,1,0,SDMATTHEWS1,686,671,False,https://twitter.com/SDMATTHEWS1/status/1587937560931995648,,285,veganism
2022-11-02,#Veganism is not a diet. https://t.co/oUEj8RaIMF,en,0,0,0,CarlosCardosoUK,543,673,False,https://twitter.com/CarlosCardosoUK/status/1587937474562908160,['Veganism'],48,veganism
2022-11-02,#veganism #Health #Nutrition #Strokes #HeartDisease Please consider moving to a mostly low/no oil/salt/fat/sugar #vegetarian/#vegan diet as logically what's good for our heart's blood circulation is good for our brain's blood circulation. https://t.co/aCdP9p90Yx,en,0,4,1,USAS_WW1,12184,11193,False,https://twitter.com/USAS_WW1/status/1587934767965933568,"['veganism', 'Health', 'Nutrition', 'Strokes', 'HeartDisease', 'vegetarian', 'vegan']",262,veganism
2022-11-02,"@Peglovesveg @deborahanncooks What, you found a typo? Oh dear, that must be proof I'm a complete idiot! The fact that you bring up spelling proves once again you have no real arguments. You are like veganism itself: nothing to offer, no hope, no future. Best dead, buried, and forgotten. https://t.co/D8BNwwPDjn",en,0,0,1,ScottMcAlba,515,298,False,https://twitter.com/ScottMcAlba/status/1587934055928045569,,311,veganism
2022-11-02,"@Peglovesveg @deborahanncooks But by all means, keep the false assumptions and the insults coming. Every hate tweet from neonazi #TofuTaliban cultists like you will open someone's eyes and save him or her from deteriorating into veganism.
You think you're promoting veganism, but you're its biggest enemy. 😂🤡",en,0,0,1,ScottMcAlba,515,298,False,https://twitter.com/ScottMcAlba/status/1587933064524533760,['TofuTaliban'],308,veganism
2022-11-02,"to the ""truther"" and ""conspiracy theory"" community who think that veganism is a part of the UN's Agenda 2030, i'd like to know your take on why a UN spiritual puppet is saying this about veganism? ENLIGHTEN ME! 
https://t.co/3dz9YKO9kd via @YouTube",en,0,3,2,piscesrose_,640,286,False,https://twitter.com/piscesrose_/status/1587930819750158336,,248,veganism
2022-11-02,"@Sp3akYourM1nd @VeganSupremeTM it is of course about reduction, and veganism is a big reduction, though other steps beyond veganism could be taken",en,0,0,0,JasonBerger1,465,2445,False,https://twitter.com/JasonBerger1/status/1587929436045053952,,146,veganism
2022-11-02,"@Sp3akYourM1nd @VeganSupremeTM veganism is not consuming animal products, which is of course a big reduction. stuff not involving animal products, while still worthy of consideration, are outside the purview of veganism",en,0,0,0,JasonBerger1,465,2445,False,https://twitter.com/JasonBerger1/status/1587929273851346944,,219,veganism
2022-11-03,"@fujtwo @sophie_hickens @amehta888 which again isn't reflective of the entire protest group, nor is it reflective of veganism. you simply saw one group from JSO and decided to point out someone's skin colour.",en,0,0,1,franalicee,3301,911,False,https://twitter.com/franalicee/status/1588319704078319618,,208,veganism
2022-11-03,"@edenamrai No it's not miserable. After going vegan, I started eating way better food than I used to back when I was a non-vegan

This video shows ONE person's diet, it's not representative of what all of us eat. Also veganism is an ethical stance not a diet

btw these potatoes look amazing",en,0,32,3,ultrarotom,3890,4980,False,https://twitter.com/ultrarotom/status/1588319219543703553,,291,veganism
2022-11-03,"@fujtwo @sophie_hickens @amehta888 sure, maybe there was in the clips you saw, it's not reflective of the whole movement, nor is it actually linked to veganism, since their name is Just Stop Oil :)",en,0,0,1,franalicee,3301,911,False,https://twitter.com/franalicee/status/1588319185725452289,,197,veganism
2022-11-03,"But now that I am reflecting after today, I see that Veganism should bring me joy, bring me happiness. There are people that aren't like 99% of the population. There are people that care. There are people that actually act on their beliefs.",en,0,0,1,StyroLovesGrass,202,140,False,https://twitter.com/StyroLovesGrass/status/1588318575777189890,,240,veganism
2022-11-03,"I have just made a very important realisation: So far Veganism has brought me nothing but misery because I am a depressed, suicidal mess. I am very, very pessimistic &amp; nihilst about life. I find the world such a bleak &amp; painful place that I do not want to exist here.",en,0,3,8,StyroLovesGrass,202,140,False,https://twitter.com/StyroLovesGrass/status/1588318574237847554,,275,veganism
2022-11-03,"@edenamrai Veganism, or plant based diets for that matter aren't an eating disorder tho

And saying otherwise would be grossly incorrect and downright insulting",en,0,9,0,ultrarotom,3890,4980,False,https://twitter.com/ultrarotom/status/1588318460521877504,,160,veganism
2022-11-03,i am so grateful that @jamesaspey_ is back! #veganism #vegan https://t.co/7C9cceSSvd,en,0,0,0,MarkMcDBoston,581,466,False,https://twitter.com/MarkMcDBoston/status/1588317314403176449,"['veganism', 'vegan']",84,veganism
2022-11-03,"I’m thankful for all those who practice #veganism . 🌿 🥕 

You are the leaders of the future - a future that is kind, compassionate, healthy and clean. 

#goVegan for them 🐮🐷🐠🐔 bec they want to live too!

#love them ❤️
Don’t eat or wear them",en,4,10,0,WendyRaymond123,642,670,False,https://twitter.com/WendyRaymond123/status/1588314723539619840,"['veganism', 'goVegan', 'love']",240,veganism
2022-11-03,"Veganism isn't just about diet. It's about treating animals with respect and compassion in all circumstances. 💚🐎
#BanHorseRacing #WorldVeganMonth",en,0,2,0,VegansUK,11909,2033,False,https://twitter.com/VegansUK/status/1588313813585387520,"['BanHorseRacing', 'WorldVeganMonth']",145,veganism
2022-11-03,"Good night my friends and peace, freedom for all animals on earth 🙏🙏🙏💚💚💚🌱🌱🌱  #veganism https://t.co/5CXsf5G5DM",en,14,100,5,EvannaLynchV,2790,3730,False,https://twitter.com/EvannaLynchV/status/1588312060827693056,['veganism'],110,veganism
2022-11-03,"corporate finance ceases to exist and only memecoins/jpegs are traded? would you rug your own friends/family for $1000? $1M? $1B?

fertile ground for a new contract theory that uses only a limited set of tools (no IP/NDA/etc)? (didn't go so well for veganism, stallman, etc)

5/5",en,0,5,2,llllvvuu,4973,431,False,https://twitter.com/llllvvuu/status/1588305746344968192,,279,veganism
2022-11-03,my first encounter with veganism was this record in 8th grade https://t.co/r7k8pVR32q,en,0,0,0,hlfhll,699,499,False,https://twitter.com/hlfhll/status/1588303203434901504,,85,veganism
2022-11-03,"This one is for all the vgans out there .. #veganism

https://t.co/28zFMDeSyA",en,0,0,0,fevzihussein,3182,4915,False,https://twitter.com/fevzihussein/status/1588302796046143492,['veganism'],77,veganism
2022-11-03,"Going #vegan for the animals is easy, no going back.

Veganism is not about how hard it is for YOU, it's about #AnimalRights, every animal's right to not be enslaved, treated as a mere commodity and murdered. https://t.co/hCvJ79xszO",en,98,136,5,gruntvegan,13406,8322,False,https://twitter.com/gruntvegan/status/1588299760339128321,"['vegan', 'AnimalRights']",232,veganism
2022-11-03,@xsknny He's smart. He made a lot of money just by playing a hateable character on YouTube. This could have been the plan since before he quit veganism.,en,0,417,2,pixxxxxu,97,162,False,https://twitter.com/pixxxxxu/status/1588298871335100416,,152,veganism
2022-11-03,"If being on social media talking about veganism has taught me ANYTHING, it's that no one truly wants the uncomfortable truth",en,0,4,0,veganmillsy,3613,2090,False,https://twitter.com/veganmillsy/status/1588298827081064449,,124,veganism
2022-11-03,"I don't even eat Celebrations since they're not vegan, but Bounty was literally one of the best ones in the box, (prevegan anyway) 😂😂😂
but the 'new' vegan bounty chocolate bar is stunning!! 
#veganfood #veganism #chocolate #christmas",en,0,3,0,franalicee,3301,911,False,https://twitter.com/franalicee/status/1588297885317500929,"['veganfood', 'veganism', 'chocolate', 'christmas']",233,veganism
2022-11-03,"@sewage666 Ross, your cheese-porn vegetarian cuisine has been the greatest single challenge to my veganism.",en,0,1,0,Crypticus,2056,4142,False,https://twitter.com/Crypticus/status/1588296392723689473,,107,veganism
2022-11-03,"@Gringophonia exactly!!! I don't think it's possible to switch back from veganism since it's not a diet or fad. sure, people fail a plantbased diet but it's basically impossible to forget your morals towards animals",en,0,3,0,franalicee,3301,911,False,https://twitter.com/franalicee/status/1588296122530922496,,215,veganism
2022-11-03,"#Ecclesiastes 3:19-21
They are just the same spirits, and humans have no advantage over animals.(Omitted) Who can say that the human spirit rises above and the animal spirit falls below the earth?
#GoVegan #vegetarian #Veganism #jesus #god #christ  #plantbased #Holybible #vegan",en,0,0,0,Animal_Posting,1326,1224,False,https://twitter.com/Animal_Posting/status/1588295184328323072,"['Ecclesiastes', 'GoVegan', 'vegetarian', 'Veganism', 'jesus', 'god', 'christ', 'plantbased', 'Holybible', 'vegan']",278,veganism
2022-11-03,"@Gringophonia this is true! personally I went vegan for the animals and it's knowing what animals go through that means I won't ever ""switch back"" from veganism, since you can't anyway :) more people do need to realise the difference between veganism and plantbased diets tho",en,0,3,1,franalicee,3301,911,False,https://twitter.com/franalicee/status/1588294080466853891,,275,veganism
